SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_0448	4.68	2.78	7.88	15.81	6.20	2.16	24.91	8.24	3.19	8.10	6.33	6.14	8.21	5.95	3.89	12.86	28.17
SL1344_0449	46.56	44.16	33.32	30.14	8.32	41.63	40.39	68.85	36.19	53.98	34.01	35.67	41.75	34.06	9.98	29.87	49.54
SL1344_0450	2.64	2.72	2.98	7.33	4.07	0.61	6.75	17.75	42.01	33.74	1.60	1.97	3.46	2.01	2.35	2.39	5.88
SL1344_0451	8.32	8.03	9.82	11.53	16.34	18.58	7.89	12.73	22.26	35.47	28.06	11.55	15.12	20.32	145.74	18.32	13.11
SL1344_ncRNA_36	32.79	40.12	51.49	46.13	92.88	89.51	35.58	51.59	88.13	188.14	141.30	62.68	96.78	97.52	494.48	118.19	55.30
SL1344_0452	12.17	14.30	7.87	7.73	7.70	21.16	7.70	17.44	104.34	48.99	13.95	154.27	5.82	3.87	5.46	5.96	48.39
SL1344_0051	19.50	16.39	15.74	17.88	4.56	15.43	11.23	23.02	13.78	31.62	20.12	17.80	15.17	10.90	5.33	9.70	15.37
SL1344_0453	32.10	25.41	25.34	30.27	326.43	24.18	48.78	55.59	51.98	42.88	25.73	27.93	20.63	21.56	26.92	43.25	36.37
SL1344_0454	22.57	18.20	15.74	12.73	14.51	16.47	11.19	32.88	14.11	9.76	12.15	16.63	13.38	9.21	4.67	18.50	21.50
SL1344_0455	14.42	13.03	10.72	9.55	4.63	9.83	8.38	22.30	9.89	16.35	9.60	12.04	10.69	8.26	3.45	13.93	17.22
SL1344_0456	1.14	0.58	0.81	0.90	2.14	1.02	0.00	2.32	0.44	0.87	0.20	0.31	33.19	193.43	124.89	60.01	13.69
SL1344_0457	7.49	3.84	3.81	5.77	8.01	2.60	3.44	6.16	6.27	7.45	4.50	4.13	30.12	91.06	98.89	111.71	15.09
SL1344_0458	19.19	16.10	20.85	22.76	10.64	10.38	37.78	27.86	19.87	14.09	16.40	20.80	16.02	15.76	14.15	22.78	36.39
SL1344_0459	10.61	8.68	144.61	282.12	63.81	9.35	268.94	20.05	21.12	31.08	268.75	240.13	15.76	18.32	15.94	83.69	110.44
SL1344_0460	29.05	27.08	40.30	50.24	26.47	24.72	74.62	41.25	60.05	73.84	69.87	47.76	40.98	59.95	43.90	101.84	60.80
SL1344_ncRNA_37	32957.43	60152.76	44415.72	15173.15	51654.06	37703.93	79977.64	15691.07	49206.11	59630.97	30910.95	33227.14	28886.74	56680.60	46996.93	34281.80	33644.43
SL1344_0461	18.52	22.23	18.24	16.12	8.39	17.06	17.34	22.32	36.26	38.96	21.88	16.95	16.27	16.70	11.95	21.08	10.17
SL1344_0052	22.61	18.45	20.69	27.52	5.56	11.76	8.57	25.66	14.28	19.43	24.06	18.06	13.01	10.35	7.42	13.11	25.83
SL1344_0462	15.56	19.01	10.79	9.40	130.84	18.16	56.05	18.10	24.97	57.50	11.79	5.72	16.99	7.56	8.42	6.18	56.32
SL1344_0464	88.93	54.65	99.12	68.48	20.88	30.87	44.48	154.32	54.46	33.68	18.99	82.34	53.28	79.41	66.65	89.26	132.89
SL1344_0465	139.13	132.17	85.35	78.97	92.99	51.11	249.55	217.96	111.74	179.63	98.90	121.39	53.62	66.37	61.50	85.03	194.11
SL1344_0466	386.70	334.06	209.16	182.09	398.28	121.69	775.40	559.42	251.96	430.26	215.60	326.05	115.88	141.64	301.34	186.42	418.22
SL1344_0467	315.70	293.30	200.30	277.84	709.66	144.39	704.63	385.76	363.97	639.79	281.21	281.45	125.87	175.08	696.18	266.47	189.63
SL1344_0468	98.27	74.93	82.91	92.64	7.46	53.06	47.23	318.56	77.66	24.20	59.49	129.48	72.74	41.68	25.37	61.11	79.69
SL1344_0469	106.34	86.50	84.37	98.88	8.08	59.15	88.22	333.63	73.32	27.35	59.67	113.29	70.67	51.55	17.22	76.77	81.19
SL1344_0470	45.23	50.48	51.21	45.69	12.82	36.16	108.85	85.41	58.74	55.36	34.84	54.14	49.37	29.00	11.36	37.44	41.59
SL1344_0471	32.68	25.84	21.76	16.66	4.44	27.07	16.63	39.46	14.05	8.69	20.52	24.71	26.26	25.81	4.54	15.77	53.41
SL1344_0053	4.40	3.70	5.21	6.81	1.67	1.63	2.61	8.21	6.64	13.39	5.86	5.96	4.06	6.02	1.01	5.49	10.43
SL1344_0472	17.51	17.04	22.47	23.81	6.57	11.66	19.42	25.25	24.34	38.98	29.43	27.02	20.03	15.14	15.92	17.59	44.83
SL1344_0473	21.91	28.03	14.82	21.21	2.52	10.28	23.61	38.01	25.92	19.89	15.09	32.42	24.59	17.49	12.14	23.20	45.14
SL1344_0474	18.82	17.04	13.14	13.76	4.79	9.67	28.07	28.67	18.26	10.43	14.81	19.48	18.27	11.93	10.67	15.40	31.76
SL1344_0476	168.38	106.56	62.19	41.56	5.57	134.31	33.82	152.86	39.28	13.48	26.46	58.00	139.94	60.06	16.56	17.58	114.05
SL1344_0477	121.98	108.93	74.49	63.15	13.87	120.50	68.65	124.73	82.95	35.58	79.03	75.03	99.32	79.86	16.50	70.12	81.29
SL1344_0478	142.60	120.84	88.35	99.48	5.29	107.99	46.02	273.96	96.19	44.56	65.41	108.12	103.96	81.05	17.23	54.46	276.93
SL1344_0479	201.63	159.06	121.64	101.25	7.46	125.02	40.87	288.45	127.67	43.44	96.94	162.06	133.80	54.53	18.79	53.04	96.85
SL1344_0480	188.05	187.91	87.08	82.61	4.22	37.09	719.22	301.65	812.86	74.80	32.80	228.02	82.95	22.88	17.97	17.27	78.42
SL1344_ncRNA_38	48.73	50.14	113.32	165.92	93.58	24.83	97.87	3.44	78.23	135.38	182.19	162.45	124.51	125.62	145.31	192.86	41.64
SL1344_0005	32.97	37.01	33.09	35.51	3.19	18.77	45.13	60.06	42.67	42.34	41.77	37.63	29.02	20.07	186.54	25.25	59.50
SL1344_0054	4.92	3.61	6.52	9.43	7.14	2.49	11.29	6.43	10.60	24.86	8.67	6.30	4.72	8.28	6.07	10.36	12.10
SL1344_0481	128.31	155.69	128.62	103.84	5.33	202.64	85.51	250.16	54.93	27.92	57.12	112.18	103.41	58.89	7.87	24.23	99.90
SL1344_0482	24.16	27.64	31.22	32.95	19.40	19.28	29.93	42.78	35.69	24.68	60.89	31.07	19.92	11.62	236.37	22.07	26.93
SL1344_0483	2.71	0.87	2.04	2.96	5.58	0.80	1.85	1.98	3.23	3.72	2.95	0.87	1.27	1.09	0.71	1.24	1.85
SL1344_0484	44.51	36.45	22.82	13.44	5.40	38.52	10.54	56.55	11.16	11.61	11.34	18.97	29.80	23.25	5.44	11.01	33.73
SL1344_0485	27.51	26.30	41.58	57.61	9.16	17.83	39.42	42.64	21.20	16.61	21.58	74.05	31.15	13.97	20.16	27.34	51.74
SL1344_0486	14.79	10.55	6.27	6.81	6.56	7.25	11.26	27.83	9.18	8.17	9.49	7.48	11.22	8.84	2.49	13.27	10.46
SL1344_0487	23.51	27.87	58.70	77.17	4.96	18.81	29.72	69.25	60.40	48.85	26.22	36.57	35.82	14.33	9.01	25.55	24.15
SL1344_0488	44.23	41.54	37.09	34.81	4.90	23.66	42.40	64.47	56.71	19.79	69.54	50.87	44.81	39.33	16.71	35.71	46.70
SL1344_ncRNA_39	34704.61	34425.58	43752.12	57369.02	87210.52	26946.94	36196.71	40407.45	49460.02	61561.23	39252.32	31753.20	106297.85	67226.81	104262.91	138634.67	10337.17
SL1344_0489	19.57	18.43	15.38	15.54	4.93	15.14	25.13	33.32	24.44	12.43	23.59	24.07	24.64	17.57	4.23	16.16	22.79
SL1344_ncRNA_6	47.52	60.44	34.41	52.73	36.60	85.85	113.15	64.41	115.07	155.81	66.32	33.91	43.97	87.20	104.85	62.79	44.60
SL1344_0490	7.22	6.53	6.78	7.57	11.79	3.53	14.59	6.99	9.02	31.54	11.20	6.87	8.44	9.44	9.68	18.65	4.90
SL1344_0491	11.04	6.84	12.87	35.38	3.61	7.52	17.82	24.64	48.64	117.59	24.57	20.76	50.45	78.48	134.85	142.79	5.87
SL1344_0492	55.72	54.24	51.56	64.67	8.11	33.85	105.39	98.06	42.34	75.16	68.93	62.78	64.44	44.80	27.45	41.38	52.01
SL1344_0493	11.79	7.34	11.56	23.10	11.32	7.98	11.63	14.36	9.58	22.26	27.73	15.03	9.87	7.13	20.43	14.39	27.58
SL1344_0494	13.37	14.68	22.07	23.58	8.86	11.98	25.40	23.10	16.11	33.99	27.63	17.71	18.06	16.86	43.47	23.63	62.18
SL1344_0495	14.70	14.21	11.29	11.37	14.85	7.23	7.06	16.54	10.80	25.83	16.10	10.04	9.39	7.14	5.91	9.82	5.59
SL1344_0496	10.88	11.52	11.93	11.17	6.18	7.38	14.57	17.67	9.01	20.19	16.96	11.24	10.60	8.86	7.26	13.56	6.39
SL1344_0497	40.67	62.66	37.35	40.15	4.51	22.02	167.86	111.15	424.36	41.99	21.93	75.40	37.54	25.07	22.75	28.59	71.51
SL1344_0498	19.01	16.64	19.14	22.49	5.55	12.93	16.29	39.36	24.04	11.17	16.54	27.78	26.27	17.86	5.75	23.83	26.33
SL1344_0499	18.82	22.87	21.77	16.76	7.45	15.24	32.88	33.80	29.78	22.60	21.41	25.42	31.43	21.58	4.08	22.86	33.42
SL1344_0055	0.74	0.15	0.34	0.49	1.16	0.13	0.09	0.16	0.34	0.15	0.26	0.37	0.27	0.08	0.12	0.20	0.17
SL1344_0500	7.39	5.59	10.82	15.18	3.69	7.26	4.53	10.92	3.59	5.55	8.64	13.54	11.85	6.31	3.73	13.21	42.05
SL1344_0501	9.60	6.28	11.05	16.44	8.06	5.90	5.20	9.72	8.16	11.37	14.45	15.41	13.68	11.16	8.27	20.09	26.74
SL1344_ncRNA_40	33.99	58.65	148.83	244.29	131.05	79.12	35.14	65.72	146.33	289.29	325.89	143.64	213.02	176.79	138.12	391.25	30.95
SL1344_0502	14.22	12.28	9.71	13.10	7.12	15.76	9.81	60.18	21.14	25.78	10.82	9.51	12.67	7.47	5.32	10.00	12.47
SL1344_0503	7.35	7.91	7.89	7.98	2.10	11.27	4.46	7.73	9.17	24.01	11.08	13.43	332.71	134.30	66.22	149.53	11.35
SL1344_0504	6.07	3.97	4.66	7.51	2.90	6.68	3.06	6.25	5.88	11.35	7.37	10.34	245.76	65.49	27.05	90.39	7.07
SL1344_0505	7.40	6.02	7.26	9.78	3.84	8.86	8.34	7.79	9.17	18.38	12.09	13.21	226.51	76.97	35.23	124.00	8.80
SL1344_0506	17.08	16.70	18.65	24.06	7.65	16.95	9.94	26.60	23.47	77.61	34.74	17.71	15.86	13.54	14.68	14.83	16.44
SL1344_0507	2.91	2.32	3.45	5.51	2.67	2.41	3.74	5.78	2.42	14.88	2.80	3.21	4.67	3.21	0.69	1.74	5.17
SL1344_0508	9.99	10.12	20.88	44.28	8.12	6.77	21.81	23.97	23.69	25.14	16.96	17.07	12.83	8.05	12.29	13.57	22.70
SL1344_0056	0.11	0.00	0.03	0.10	0.75	0.00	0.00	0.00	0.00	0.00	0.08	0.03	0.07	0.00	0.00	0.02	0.03
SL1344_0509	21.19	21.22	33.22	46.92	5.67	12.70	24.53	44.81	32.66	22.34	34.14	39.07	40.17	19.52	19.77	26.40	48.97
SL1344_0510	1.84	0.84	1.14	2.50	3.08	0.63	2.21	1.52	0.46	1.10	1.15	1.19	1.22	1.13	0.33	0.86	4.02
SL1344_0511	2.65	1.59	2.27	4.13	4.19	0.44	3.08	2.11	1.63	4.53	1.76	2.26	2.85	1.30	1.58	1.93	5.16
SL1344_0512	2.85	1.11	1.75	2.26	1.99	0.78	1.50	1.95	1.19	2.67	0.93	1.27	1.76	0.40	0.18	0.54	3.10
SL1344_0513	2.86	0.52	1.09	1.97	2.44	0.34	1.90	0.68	1.37	2.57	1.25	1.23	1.30	0.64	0.76	1.28	3.27
SL1344_0515	2.24	0.38	0.90	2.21	6.81	0.42	1.04	0.62	0.43	0.76	0.72	1.33	1.20	0.63	0.52	1.17	2.50
SL1344_0517	4.95	0.45	0.64	2.35	5.71	0.53	0.83	0.66	0.63	1.13	0.89	1.02	1.02	0.54	0.37	1.52	1.30
SL1344_0518	3.13	0.62	0.81	1.84	2.78	0.22	1.14	1.74	0.85	1.87	0.59	1.29	1.04	0.66	0.79	1.05	1.45
SL1344_ncRNA_41	193.60	214.07	456.09	732.39	844.81	166.42	101.08	198.59	323.78	505.06	629.81	362.60	698.44	482.00	558.29	750.03	39.78
SL1344_0519	7.44	6.46	14.08	17.12	5.68	4.59	6.70	15.99	9.79	10.83	11.37	14.13	11.65	5.33	3.87	11.87	12.20
SL1344_0057	4.03	0.27	0.46	2.04	9.32	0.00	1.50	0.30	0.31	1.23	0.29	0.44	1.11	0.42	0.45	1.22	1.14
SL1344_0520	1.77	1.32	2.18	6.06	1.90	0.49	0.77	2.95	1.75	1.74	3.92	1.81	1.68	0.73	0.60	1.39	2.14
SL1344_0521	1.77	0.74	2.67	4.19	2.87	0.49	1.02	1.63	2.42	2.98	2.21	1.57	0.67	0.53	0.46	0.94	0.91
SL1344_0522	2.39	0.55	1.72	3.65	3.22	0.26	0.65	1.11	0.31	0.94	1.31	1.75	0.74	0.36	0.55	0.88	2.52
SL1344_0523	1.48	0.36	0.31	1.38	2.63	0.55	0.00	0.51	0.47	0.47	0.65	0.59	0.63	0.28	0.13	0.84	1.88
SL1344_0524	3.17	0.72	0.75	1.77	6.70	0.64	0.15	0.88	1.01	0.36	1.18	1.05	0.71	0.50	0.33	0.81	1.21
SL1344_0525	5.68	2.99	3.20	2.67	2.49	2.31	9.50	1.28	4.01	2.63	2.75	2.67	2.82	1.64	0.60	1.80	2.29
SL1344_0526	19.26	18.46	18.04	79.04	3.84	9.82	16.35	31.88	14.48	15.20	14.04	27.21	110.05	66.61	19.86	8.25	39.61
SL1344_0527	21.32	19.03	17.94	74.51	3.31	12.14	17.37	24.10	8.94	9.41	14.05	31.91	133.70	97.47	9.75	4.24	53.90
SL1344_0528	56.82	56.38	38.62	29.65	7.84	40.55	31.77	66.97	55.30	9.34	29.06	41.03	53.46	18.14	6.21	17.31	10.52
SL1344_0529	248.76	266.54	164.23	127.09	11.58	175.70	216.19	394.27	278.27	53.01	109.62	179.24	214.73	100.84	22.04	65.99	91.89
SL1344_ncRNA_7	24.02	38.36	54.21	27.68	34.65	14.21	38.67	6.67	42.95	54.83	50.96	38.57	52.42	91.68	98.67	67.83	49.14
SL1344_0530	17.80	14.74	9.77	9.30	3.48	14.51	8.63	19.93	10.99	8.39	8.21	9.97	7.65	4.62	2.23	5.99	13.01
SL1344_0531	3.74	3.55	4.81	6.67	2.92	2.71	3.33	5.80	8.69	8.54	6.28	9.28	5.57	5.81	2.40	4.48	9.38
SL1344_0532	4.26	3.72	5.03	7.97	1.93	1.96	3.55	6.20	7.34	8.72	6.86	8.75	3.44	4.73	1.59	3.60	10.52
SL1344_0533	8.72	4.30	4.74	6.89	5.97	2.99	3.73	3.14	3.01	6.10	5.62	8.67	4.38	3.51	0.98	2.55	12.13
SL1344_0534	90.86	97.53	71.09	116.67	6.25	92.74	32.12	141.63	104.55	94.94	89.64	75.87	105.20	74.13	132.41	65.85	111.81
SL1344_0535	65.54	61.04	52.91	67.17	6.67	63.25	29.38	92.48	53.43	61.83	52.94	55.04	75.68	66.66	37.22	34.82	76.56
SL1344_0536	7.95	5.95	14.02	20.83	6.38	3.24	10.29	2.18	8.44	10.17	18.59	34.79	23.31	11.94	16.19	8.00	4.06
SL1344_0537	3.98	0.49	1.14	2.92	3.39	0.32	1.34	0.54	0.42	0.55	2.30	5.88	2.49	0.28	0.20	1.17	1.58
SL1344_0538	0.93	0.66	0.64	1.50	1.74	0.12	0.86	0.41	0.75	0.28	2.07	3.45	2.04	0.22	0.00	0.21	0.94
SL1344_0539	2.73	1.02	1.24	2.22	2.95	0.72	0.50	1.31	0.83	0.90	2.03	3.13	2.55	0.91	0.31	1.87	1.58
SL1344_ncRNA_8	15.56	8.37	8.75	11.34	7.30	7.80	16.29	1.08	11.87	13.32	9.80	12.47	10.71	140.81	135.03	72.81	234.42
SL1344_0540	3.25	2.07	2.57	3.67	2.99	0.94	3.32	2.41	2.45	2.43	3.52	5.22	2.81	2.15	2.23	3.92	3.65
SL1344_0541	5.95	4.14	5.31	5.66	5.35	1.82	6.92	4.41	3.75	7.17	5.92	8.30	5.37	5.15	2.47	8.82	5.99
SL1344_0542	2.03	2.26	4.61	3.14	3.43	3.26	7.37	1.35	1.54	1.55	5.50	4.12	4.54	3.43	0.93	3.47	2.24
SL1344_0543	1.60	0.45	0.84	0.63	1.50	0.00	0.99	0.30	0.41	1.08	1.23	1.10	0.55	0.49	0.15	0.61	0.72
SL1344_0544	2.89	1.46	2.12	1.67	2.32	0.55	3.84	1.61	0.96	1.57	2.19	4.95	1.56	0.49	0.34	2.00	1.75
SL1344_0545	7.00	6.66	7.84	7.07	8.28	3.60	11.22	5.74	9.64	25.25	5.94	7.84	7.85	5.92	8.86	8.34	5.98
SL1344_0546	4.43	3.59	3.41	3.37	4.98	2.37	6.18	4.92	6.18	5.05	2.58	4.21	4.72	3.99	2.02	4.28	7.13
SL1344_0547	14.11	40.46	4.89	3.20	4.12	24.43	5.57	13.04	8.81	4.14	1.86	3.98	7.14	12.53	2.00	3.41	2.78
SL1344_0548	20.87	43.18	3.33	3.30	3.45	22.07	1.68	11.86	1.93	4.22	2.13	3.32	7.34	10.55	0.81	2.72	3.47
SL1344_0058	3.50	1.07	1.15	1.85	5.21	0.70	0.98	1.06	1.73	2.19	1.12	1.03	0.99	0.94	0.56	1.06	1.48
SL1344_0549	38.84	67.00	5.62	5.06	11.14	34.63	3.96	19.31	0.62	3.51	4.33	5.87	12.69	15.72	0.59	2.62	7.67
SL1344_ncRNA_42	8.84	2.39	0.50	2.52	10.50	6.30	4.38	2.62	2.05	1.79	20.62	1.46	2.84	1.39	1284.69	3.69	5.24
SL1344_0550	3.32	1.78	2.67	3.99	6.04	4.44	3.63	1.95	6.58	12.18	4.55	4.03	3.76	4.59	2.27	3.44	1.74
SL1344_0550A	9.94	7.07	15.88	23.38	6.55	5.39	11.00	7.76	8.12	8.99	13.97	14.88	12.57	8.85	4.02	16.21	6.15
SL1344_0551	5.41	5.18	5.02	6.01	3.67	4.32	7.55	10.77	11.62	16.93	4.23	4.79	3.62	2.71	7.37	5.22	2.33
SL1344_0552	6.25	3.93	4.40	5.09	8.13	2.72	4.33	3.88	2.48	5.83	4.42	4.05	4.00	2.81	5.64	4.41	6.39
SL1344_0553	2.72	1.65	0.47	2.07	16.84	0.36	1.52	1.21	0.95	0.83	0.00	1.12	0.56	0.85	3.84	0.62	2.42
SL1344_0554	4.13	1.05	0.69	1.47	13.12	0.46	1.49	1.15	1.20	2.27	0.73	0.95	1.18	1.17	2.29	1.89	2.92
SL1344_0555	27.32	34.48	39.09	38.46	7.89	28.72	11.39	49.41	35.82	34.92	41.22	42.33	21.57	9.56	11.85	15.58	10.35
SL1344_0556	77.70	75.98	33.89	20.77	8.03	90.10	24.25	98.79	23.98	12.62	14.51	22.28	67.61	27.53	12.25	16.86	26.96
SL1344_0059	4.06	1.06	1.21	1.99	2.66	0.08	1.95	2.32	1.00	0.66	0.98	0.87	1.19	0.58	0.61	0.67	1.70
SL1344_0557	27.03	24.19	20.77	25.54	7.39	17.69	63.71	40.89	14.84	21.00	17.10	25.03	23.98	6.75	5.05	12.69	18.83
SL1344_0558	6.68	5.18	9.69	19.89	13.57	3.27	9.76	6.26	5.46	8.53	10.79	9.43	8.16	7.67	9.05	19.26	32.33
SL1344_0559	7.06	6.41	11.63	17.41	5.47	4.03	6.39	15.73	24.01	16.90	9.19	9.61	8.40	5.48	3.81	10.93	12.70
SL1344_0560	1.56	2.11	0.73	1.33	2.20	0.87	1.21	1.23	0.83	0.99	0.69	1.88	1.25	0.46	0.49	0.59	1.68
SL1344_0561	1.35	0.62	0.53	0.79	2.31	0.25	0.46	0.68	0.72	0.56	0.33	0.56	0.59	0.39	0.46	0.53	1.20
SL1344_0562	1.65	0.23	0.19	1.47	4.51	0.10	0.14	0.84	0.09	0.92	0.56	0.56	1.03	0.71	0.12	0.81	1.91
SL1344_0563	2.29	0.48	0.73	1.45	5.00	0.13	0.53	0.53	0.33	0.58	0.61	0.24	0.98	0.52	0.32	0.43	1.01
SL1344_0564	1.64	0.14	0.23	0.39	1.79	0.18	0.51	0.00	0.00	0.21	0.14	0.34	0.28	0.11	0.00	0.16	1.51
SL1344_0565	1.29	0.72	0.00	0.95	1.74	0.38	0.53	0.48	0.00	0.87	0.30	0.83	0.20	0.11	0.24	0.49	1.27
SL1344_0566	36.08	30.07	39.25	52.37	4.98	18.93	54.88	103.10	55.89	49.38	52.89	54.22	40.17	27.31	22.39	22.72	32.30
SL1344_0060	3.07	0.22	0.19	1.98	2.47	0.29	1.63	1.46	0.76	1.33	0.46	0.72	0.45	0.52	0.18	0.62	1.39
SL1344_0567	11.17	11.31	14.35	12.78	3.60	7.00	53.24	30.23	15.82	7.17	10.74	15.72	13.68	7.53	2.61	9.24	16.49
SL1344_0568	14.48	12.31	16.57	18.24	5.60	8.13	88.82	35.72	19.27	12.28	17.70	19.92	15.35	11.70	5.51	10.63	23.84
SL1344_0569	17.32	12.20	13.55	19.79	8.30	6.55	175.86	59.19	15.32	21.20	20.57	21.79	5.44	5.61	10.95	6.32	30.25
SL1344_0570	16.83	11.80	16.63	16.99	9.47	14.19	20.71	15.53	32.80	12.61	12.91	17.77	24.40	16.65	10.54	19.16	48.94
SL1344_0571	4.36	1.51	6.15	10.68	14.49	16.20	8.01	3.70	28.77	2.80	7.92	8.02	6.87	8.38	4.15	21.71	21.45
SL1344_0572	4.92	2.22	2.50	4.29	11.38	34.39	11.03	2.53	67.95	2.64	3.29	4.83	9.03	4.01	1.52	8.67	12.41
SL1344_0573	11.70	3.98	2.02	2.99	5.45	73.25	20.82	12.84	311.36	7.76	3.26	6.19	19.17	2.95	3.76	5.41	32.12
SL1344_0574	27.82	4.93	0.54	0.88	153.95	67.75	82.86	7.75	306.94	2.49	0.45	8.70	23.21	0.12	29.54	1.26	46.38
SL1344_0575	25.62	7.75	0.50	1.40	6.35	76.01	67.95	8.83	334.12	3.14	0.62	7.30	31.80	0.23	5.14	0.84	48.44
SL1344_0576	13.36	3.97	1.32	1.82	4.43	50.33	40.66	6.17	200.95	1.86	1.30	4.44	13.53	0.96	1.85	1.80	33.07
SL1344_0006	21.87	20.51	16.04	17.30	8.72	15.31	29.66	28.78	19.05	48.17	13.05	12.51	9.67	17.75	36.61	20.52	118.13
SL1344_0061	3.25	0.22	1.08	1.30	3.46	0.49	0.41	1.40	0.86	0.45	0.63	0.92	1.37	0.23	0.18	0.71	1.60
SL1344_0577	25.04	30.39	19.17	13.68	4.24	50.18	11.88	40.12	47.56	20.30	18.89	15.05	36.27	31.70	15.13	36.29	40.73
SL1344_0578	28.87	13.02	1.18	1.77	2.96	62.61	18.05	12.31	67.49	3.08	2.75	9.16	24.70	1.33	4.17	2.07	11.59
SL1344_0579	22.27	12.62	1.45	2.01	4.63	59.38	21.86	12.33	65.95	1.48	1.17	8.21	22.51	0.97	4.21	1.37	11.50
SL1344_0580	35.58	14.59	0.76	1.15	86.88	79.03	41.88	12.25	103.46	5.43	1.08	12.28	27.15	0.60	57.87	1.05	22.89
SL1344_0581	32.67	11.97	1.68	1.99	8.52	84.34	19.11	11.47	57.23	1.34	2.14	9.17	26.84	0.89	1.16	1.29	13.45
SL1344_0582	18.13	7.35	2.70	2.46	86.29	39.51	59.23	7.76	86.34	6.34	2.35	6.55	13.40	2.21	76.08	2.52	49.05
SL1344_0583	31.91	9.79	0.70	1.12	3.43	70.95	26.84	15.11	203.37	2.08	0.99	4.25	25.07	0.73	0.77	1.00	27.10
SL1344_0584	25.64	9.21	1.33	1.19	2.69	89.43	28.94	16.12	281.27	1.76	0.76	3.53	20.87	0.94	0.60	0.70	17.16
SL1344_0585	19.93	5.69	0.64	1.43	3.65	51.79	11.43	12.15	149.61	2.28	1.03	2.66	15.67	0.65	0.25	0.64	23.79
SL1344_0586	23.13	7.58	1.02	2.59	4.79	59.24	14.56	19.55	204.81	2.33	1.44	3.80	15.68	1.00	0.99	1.36	27.83
SL1344_0062	5.03	3.34	3.04	3.58	3.41	1.58	3.22	3.89	1.72	1.99	1.79	3.63	3.75	1.96	0.42	1.83	4.08
SL1344_0587	24.56	10.55	1.33	2.96	3.79	68.39	13.59	22.62	203.65	4.49	2.80	5.01	16.36	0.98	0.52	2.04	32.62
SL1344_0588	21.08	13.65	97.25	191.06	31.09	44.21	38.82	34.73	97.99	36.25	11.16	30.56	57.69	14.86	15.29	20.83	140.32
SL1344_0589	10.76	11.22	60.03	140.90	25.98	18.30	36.99	42.72	61.37	96.71	25.93	38.80	46.18	16.11	18.69	20.78	192.03
SL1344_0590	10.74	9.98	7.63	8.70	11.12	8.92	43.48	15.47	14.61	27.21	8.01	8.00	73.67	33.01	250.30	32.41	39.35
SL1344_0591	7.91	7.01	5.22	6.05	6.07	6.22	26.57	15.31	8.88	23.67	6.69	5.86	63.84	22.58	197.22	21.01	49.01
SL1344_0592	8.74	7.27	9.54	16.38	7.61	4.59	11.62	8.55	9.56	21.22	11.48	12.39	12.31	12.00	5.88	13.98	14.78
SL1344_0593	8.63	8.42	10.78	12.07	13.07	5.77	12.67	10.34	4.65	9.73	8.88	11.82	11.76	11.30	8.99	17.73	8.31
SL1344_0594	8.90	9.80	11.22	11.75	12.55	12.94	16.16	9.33	6.04	26.32	16.84	12.59	14.35	12.96	10.29	16.53	17.05
SL1344_ncRNA_43	33.29	39.74	62.64	35.91	26.20	3.18	35.40	2.64	49.06	42.52	38.47	54.07	21.67	188.89	247.56	112.34	57.96
SL1344_0595	6.11	6.62	17.40	20.34	7.10	8.40	14.73	17.30	10.00	11.26	12.05	28.25	13.14	13.30	14.45	21.31	37.07
SL1344_0063	5.59	2.71	2.70	3.05	4.04	2.34	1.30	3.88	2.57	1.95	2.23	3.08	2.32	1.65	1.07	1.39	4.49
SL1344_ncRNA_44	1805.37	3023.34	2801.82	1516.68	170.27	2521.03	2495.23	2064.90	3914.83	1918.52	7185.54	16443.40	2229.17	2609.21	5817.90	3128.41	504.48
SL1344_0596	263.66	302.59	213.46	299.01	12.83	238.65	251.23	1990.81	450.56	137.10	1007.94	979.63	237.05	228.94	2938.04	270.56	211.34
SL1344_0597	33.15	36.65	24.67	21.81	3.00	36.65	15.72	64.44	33.81	19.29	124.26	64.48	25.17	22.85	299.19	51.77	30.36
SL1344_0598	1.83	0.46	0.10	0.71	3.98	0.15	0.64	0.25	0.27	0.70	0.00	0.09	0.71	0.18	0.10	0.39	0.92
SL1344_0599	3.44	1.31	1.54	2.33	3.54	0.98	0.79	3.04	2.16	6.17	2.15	2.12	1.88	1.26	0.98	1.54	2.21
SL1344_0600	5.99	2.80	2.76	3.56	7.03	1.39	2.79	3.84	2.68	4.03	2.32	4.96	4.68	2.89	0.77	3.15	8.36
SL1344_0601	12.89	10.77	13.98	21.38	11.54	5.93	10.44	12.18	15.47	20.89	19.27	19.31	19.98	9.65	12.66	23.30	18.95
SL1344_0602	119.11	172.74	284.90	361.58	103.82	121.76	513.29	217.28	414.47	1273.82	419.36	155.28	118.97	145.70	688.76	278.19	272.41
SL1344_0603	3.22	1.79	3.60	7.40	8.80	1.66	9.84	3.57	2.35	4.10	6.77	8.75	3.14	9.36	4.61	8.50	23.43
SL1344_0604	40.25	48.53	75.26	77.01	10.87	51.72	15.73	60.71	34.58	31.93	27.74	31.07	43.52	41.40	6.90	26.74	199.34
