SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_1023	5.48	1.39	3.52	6.09	6.43	2.75	5.10	4.82	3.19	16.69	9.45	6.23	4.71	5.92	3.42	7.28	18.11
SL1344_1024	117.68	99.02	78.07	42.60	12.63	83.51	82.79	145.02	45.37	34.45	54.66	83.90	91.41	62.77	11.52	30.77	70.07
SL1344_1025	50.43	49.84	110.10	177.56	52.92	44.71	56.84	114.01	52.55	35.33	86.62	139.96	124.62	78.08	61.86	40.28	458.00
SL1344_1026	14.73	13.58	13.10	10.42	3.81	11.11	8.78	11.96	11.96	16.52	22.44	17.49	16.43	76.96	9.81	39.39	140.08
SL1344_1027	2.05	1.26	11.63	34.20	3.23	0.69	4.51	1.55	1.28	2.57	2.65	10.68	2.62	527.47	91.24	309.87	1074.87
SL1344_1028	0.00	0.41	0.86	0.67	1.69	0.54	1.49	0.00	0.47	0.31	0.00	0.33	0.14	3.15	0.33	2.17	2.64
SL1344_1029	112.40	52.44	1254.08	2695.13	27.37	35.75	21.02	31.37	43.99	82.52	315.21	825.20	83.92	76.22	74.65	73.84	353.24
SL1344_1030	49.15	9.38	415.53	921.33	9.29	4.94	4.11	9.31	10.14	13.05	63.55	352.93	33.97	20.30	11.88	17.65	145.56
SL1344_1033	5.14	4.96	15.78	33.46	6.09	5.07	9.10	18.30	18.98	30.24	24.84	8.83	8.07	24.28	20.38	12.67	186.44
SL1344_1034	5.98	4.96	5.40	4.84	2.65	6.99	3.07	7.63	6.13	6.52	8.29	7.78	7.48	10.97	1.37	8.06	17.18
SL1344_1035	13.77	13.07	12.02	15.72	10.98	13.35	10.41	22.37	23.31	28.16	19.45	17.86	18.59	24.91	20.10	21.56	42.79
SL1344_1036	19.73	29.18	30.99	30.54	8.08	26.17	36.13	22.79	34.58	46.47	50.17	38.97	34.14	44.84	26.03	41.45	69.43
SL1344_1037	3.13	2.16	5.37	4.35	2.59	2.01	3.27	2.09	6.27	4.58	5.72	3.21	3.19	4.82	3.65	5.64	3.35
SL1344_1038	2.34	1.25	2.08	2.46	3.05	1.10	2.37	1.51	3.39	8.82	2.14	2.11	1.81	1.84	2.22	2.90	2.93
SL1344_1039	10.51	15.52	13.00	13.60	5.61	24.59	4.34	17.02	13.91	18.43	12.38	7.12	5.62	12.82	4.73	6.98	8.78
SL1344_1040	1.34	0.45	5.55	9.00	3.04	0.20	1.11	1.11	3.01	1.06	0.69	1.36	1.64	0.74	1.61	1.90	6.14
SL1344_1041	1.40	0.27	3.38	7.60	2.79	0.35	0.41	1.02	1.73	1.20	0.79	1.45	1.57	1.20	1.24	1.45	5.87
SL1344_1042	1.74	0.31	5.56	10.91	3.61	0.20	0.28	1.68	2.63	1.61	1.20	2.25	2.08	1.42	1.07	2.19	8.92
SL1344_1043	1.86	1.20	5.07	11.01	4.44	0.23	0.94	0.94	1.96	1.54	0.90	2.51	1.86	0.66	0.98	3.08	6.30
SL1344_0100	6.59	3.10	2.23	2.62	5.60	3.89	9.98	4.94	2.67	6.53	2.76	1.39	2.53	1.92	2.93	3.23	5.33
SL1344_1044	1.44	0.24	1.85	5.44	3.82	0.96	0.89	0.71	1.67	1.22	1.02	1.78	1.54	1.19	1.66	2.05	6.41
SL1344_1045	0.97	0.66	1.53	3.01	2.21	0.22	0.45	0.72	0.94	0.49	1.38	1.28	1.40	1.72	1.15	1.71	2.89
SL1344_1046	1.91	1.18	3.84	4.46	3.85	0.56	2.08	1.55	1.57	1.42	2.72	3.32	2.63	2.12	1.20	2.34	6.25
SL1344_1047	2.36	0.87	3.19	4.43	2.76	0.77	0.40	1.51	1.08	1.09	1.06	2.13	1.58	1.63	0.24	2.20	4.34
SL1344_1048	6.02	6.03	7.44	8.09	4.73	3.37	7.17	3.58	4.39	6.61	6.02	7.47	6.93	6.87	3.43	7.53	7.57
SL1344_ncRNA_67	150.48	170.01	105.99	92.88	44.53	256.67	144.35	136.69	137.60	124.17	133.39	98.42	50.60	153.21	82.27	117.25	71.16
SL1344_1049	5.68	4.67	5.77	9.11	6.49	3.56	11.55	3.15	3.30	1.35	12.42	9.09	4.15	36.18	1.92	25.04	11.80
SL1344_ncRNA_68	24.21	13.86	21.64	25.03	34.55	8.44	29.38	15.20	18.35	3.20	17.87	11.31	15.93	33.85	36.74	40.14	33.02
SL1344_1050	14.10	17.91	37.87	70.58	21.91	15.48	33.68	32.74	30.83	133.58	157.45	64.40	27.80	23.78	39.72	63.03	42.03
SL1344_1051	12.63	13.08	28.46	51.94	18.46	9.33	19.22	33.33	21.58	68.08	87.88	45.47	25.78	19.27	19.78	34.20	41.68
SL1344_0011	8.58	9.82	6.53	3.78	1.19	5.74	16.56	9.36	14.78	14.99	5.40	4.99	5.47	6.98	2.11	8.14	5.19
SL1344_0101	3.23	0.94	5.22	8.61	4.85	0.49	0.34	0.41	1.93	5.34	6.76	5.80	6.23	4.93	6.22	6.31	5.21
SL1344_1052	54.80	100.23	86.61	58.71	37.42	39.13	80.85	129.83	51.54	42.91	47.42	83.58	79.30	98.37	45.55	69.86	123.22
SL1344_1053	5.24	2.48	2.51	2.98	4.05	3.28	0.70	3.48	1.23	1.55	2.06	2.14	3.42	3.12	1.02	2.81	4.88
SL1344_1054	2.37	2.50	2.21	2.84	2.13	2.34	0.96	4.24	2.28	1.88	1.64	2.64	2.91	3.07	2.06	3.17	5.85
SL1344_1055	4.82	1.93	1.96	2.84	3.69	3.90	1.18	2.82	3.10	0.77	2.42	3.88	3.49	3.58	2.74	3.68	6.67
SL1344_1056	3.26	4.61	20.21	41.17	5.34	3.53	6.16	15.23	26.16	69.91	26.62	9.37	8.54	6.82	7.57	7.83	39.34
SL1344_1057	13.58	17.47	99.10	279.13	107.96	14.37	127.35	37.70	40.77	465.28	738.17	146.62	56.81	103.40	222.87	470.43	246.62
SL1344_1058	5.71	7.96	41.62	122.09	53.44	3.89	71.96	17.59	19.41	146.89	194.18	60.21	22.90	61.19	92.58	178.13	141.37
SL1344_1059	23.07	35.43	167.97	490.22	2926.92	48.84	2666.77	84.98	155.96	93.61	247.99	119.83	90.18	170.71	598.21	878.41	558.49
SL1344_1060	21.43	18.75	12.59	12.01	8.40	14.26	39.13	29.40	12.17	8.12	15.91	20.13	16.34	13.42	5.27	11.23	36.73
SL1344_0102	1.71	1.26	1.61	2.03	3.45	0.97	2.62	1.38	1.84	5.66	1.41	1.17	1.41	1.81	1.74	1.65	1.69
SL1344_1061	29.75	44.12	148.71	213.75	8.84	18.47	36.29	94.43	72.17	22.26	41.56	89.50	61.49	55.22	21.89	50.89	38.72
SL1344_1062	4.41	5.22	137.67	219.02	4.38	1.95	13.93	22.07	29.46	3.26	4.21	31.20	4.21	1.97	1.74	3.06	9.60
SL1344_1063	17.33	11.81	104.93	183.58	6.99	9.68	22.34	29.37	48.05	4.66	4.34	12.00	19.88	8.92	5.77	10.15	21.30
SL1344_1064	5.49	5.25	71.04	168.45	113.80	3.12	42.80	9.69	49.29	104.34	115.89	100.82	17.32	15.87	61.55	230.06	62.30
SL1344_1065	33.89	32.25	26.60	23.33	6.90	26.21	15.59	46.22	28.46	16.30	32.24	35.37	39.65	37.28	7.09	28.50	87.86
SL1344_ncRNA_69	82.66	93.47	1995.88	652.32	450.08	46.15	125.43	94.50	139.93	426.24	2870.23	613.77	291.47	244.92	251.49	231.15	166.01
SL1344_1066	2.27	1.56	5.37	6.96	4.75	0.98	3.43	3.24	2.34	27.23	5.69	3.09	2.86	2.56	1.00	1.83	13.77
SL1344_1067	1.23	1.43	5.18	8.67	4.52	0.00	4.74	5.14	6.15	71.41	7.01	1.56	0.97	0.89	0.78	0.75	11.93
SL1344_1068	2.27	0.50	4.46	6.00	8.41	0.52	2.88	0.92	1.42	38.66	4.29	0.87	0.99	1.00	1.66	1.26	4.93
SL1344_1069	2.13	1.32	11.68	9.27	2.00	1.36	3.97	1.55	2.59	41.93	6.10	0.92	1.98	1.24	1.08	1.58	5.82
SL1344_0103	1.20	0.38	0.61	1.34	3.42	0.30	0.84	0.21	1.00	1.03	0.28	0.43	0.47	0.21	0.12	0.58	1.29
SL1344_1070	6.32	2.29	7.65	8.73	7.06	1.68	8.40	3.57	4.08	14.96	12.03	4.56	3.97	3.62	4.00	8.62	6.25
SL1344_1071	11.49	10.35	25.51	18.66	3.92	11.26	10.59	15.02	14.31	21.91	47.42	15.84	12.94	14.80	5.40	12.29	23.82
SL1344_1072	20.67	19.96	24.63	27.83	3.79	14.74	19.36	43.87	17.82	8.75	10.02	28.30	41.01	13.37	5.01	7.91	25.62
SL1344_1073	50.79	48.35	47.91	51.63	14.79	47.64	46.36	82.35	35.44	47.06	40.85	56.61	69.57	46.27	20.85	47.80	72.49
SL1344_1074	31.87	25.82	33.56	39.30	11.85	26.81	14.88	55.74	18.86	27.51	32.46	39.29	39.06	22.91	10.69	34.04	60.33
SL1344_1075	100.87	142.78	47.97	45.02	14.28	155.78	44.34	185.87	43.09	37.47	100.70	57.35	52.63	81.32	32.02	88.01	88.77
SL1344_1076	2.58	3.14	6.05	5.69	8.23	1.73	9.29	4.97	7.50	8.91	4.29	5.19	4.03	4.46	4.01	7.45	6.71
SL1344_1077	0.93	0.00	0.66	1.91	1.16	0.00	0.29	0.00	0.00	0.00	0.49	0.89	1.91	0.97	0.13	1.58	1.11
SL1344_1078	1.14	0.33	1.67	4.10	2.59	0.22	0.91	0.18	0.38	0.00	1.90	3.76	4.70	2.55	0.00	5.27	1.72
SL1344_1079	1.19	1.00	2.37	2.87	1.39	0.26	0.92	1.10	0.80	1.65	1.15	3.84	5.71	2.56	0.41	7.93	2.68
SL1344_0104	13.14	11.93	18.29	29.42	4.77	4.88	24.60	57.39	46.90	30.76	6.61	8.73	13.69	7.03	4.04	7.18	46.19
SL1344_1080	1.27	0.57	1.21	1.81	1.98	0.38	3.15	0.31	0.16	0.64	0.90	1.52	0.97	0.33	0.47	0.88	1.14
SL1344_1081	2.68	0.71	1.21	3.02	3.57	0.19	4.20	1.88	0.98	0.43	1.50	1.98	1.84	0.11	0.94	1.69	1.50
SL1344_1082	24.62	32.31	46.57	64.54	7.57	12.38	18.32	43.75	42.35	24.28	28.00	56.67	9.62	3.24	3.27	6.73	9.18
SL1344_1083	24.28	34.54	57.75	55.54	1.32	12.07	20.53	45.91	38.01	15.88	35.76	85.76	9.94	3.31	3.34	5.14	7.74
SL1344_1084	21.68	28.11	58.57	69.40	24.58	17.52	22.16	38.64	37.52	46.04	66.73	97.70	21.63	27.19	18.91	36.68	48.62
SL1344_1085	13.89	14.90	38.77	48.17	12.98	11.74	19.64	24.85	23.08	35.75	50.90	74.29	15.53	19.24	13.38	27.06	53.09
SL1344_1086	13.74	12.23	9.06	7.49	7.15	12.35	15.42	24.41	13.90	12.78	14.82	10.67	11.83	21.69	7.35	16.18	25.59
SL1344_1087	88.30	80.02	70.80	68.47	20.24	49.39	50.98	128.05	52.65	33.23	57.42	91.78	70.63	46.20	12.72	41.81	107.98
SL1344_1088	66.22	64.54	55.72	49.66	11.81	39.70	32.74	105.03	44.34	21.59	35.81	67.30	59.60	40.56	14.12	32.74	78.40
SL1344_1089	16.40	12.89	7.03	5.52	6.63	11.72	6.32	12.25	8.22	7.75	6.00	9.59	8.37	11.76	2.59	3.86	25.06
SL1344_0105	43.03	35.69	29.47	18.91	6.67	24.96	16.98	51.42	25.98	25.10	10.66	29.28	15.09	13.92	2.02	6.77	84.41
SL1344_1090	8.41	6.61	62.06	112.26	49.42	6.20	34.18	17.35	19.95	25.34	54.82	67.42	29.52	38.92	36.67	197.19	61.05
SL1344_1091	6.66	3.80	3.17	4.50	9.47	2.97	8.27	6.46	5.10	15.13	8.47	3.89	4.04	4.81	3.96	7.25	5.58
SL1344_ncRNA_70	9.69	13.50	15.05	17.86	51.69	18.63	85.65	13.46	23.94	26.73	24.42	20.03	15.42	21.38	32.72	62.40	13.35
SL1344_1092	45.15	43.68	35.39	26.42	7.72	32.20	33.24	69.07	24.90	17.95	41.54	35.43	36.72	29.35	4.23	27.93	48.37
SL1344_1093	117.30	87.83	33.83	9.90	4.29	101.28	12.49	107.79	20.22	6.50	5.83	32.95	80.47	49.08	5.22	19.14	43.64
SL1344_1094	9.16	6.67	7.17	10.20	10.68	3.73	12.67	12.15	17.13	12.23	3.08	10.71	21.35	5.69	9.28	8.01	8.71
SL1344_1095	6.51	3.75	4.62	5.29	10.74	1.95	5.64	8.35	9.39	2.56	1.31	7.24	13.82	2.55	1.68	2.43	6.23
SL1344_1097	12.12	12.04	15.00	20.65	5.82	5.30	33.23	21.69	21.36	36.88	25.71	24.07	23.38	12.16	20.29	22.78	13.15
SL1344_1098	168.35	256.51	180.38	226.13	85.81	171.71	2582.05	208.06	667.55	1178.24	709.32	273.36	119.62	91.02	303.39	302.87	110.47
SL1344_0106	16.07	16.65	7.31	6.31	3.32	13.96	3.89	25.42	8.76	9.40	6.74	8.71	19.99	20.09	4.68	10.34	6.31
SL1344_1099	151.21	178.08	193.97	156.79	14.01	168.55	162.37	205.22	157.48	98.90	83.13	163.15	285.16	224.09	330.87	222.71	150.41
SL1344_1100	28.54	32.95	48.17	67.00	5.12	16.83	13.25	48.41	32.53	17.09	26.70	44.96	98.92	67.42	21.38	15.72	42.36
SL1344_1101	124.97	131.09	151.75	154.92	106.77	171.71	197.54	152.44	186.97	323.48	221.50	178.30	155.91	152.55	123.60	239.11	119.94
SL1344_1102	22.82	26.73	76.34	186.85	72.31	17.12	132.39	58.64	67.59	60.25	183.19	119.54	76.38	52.08	39.43	123.87	68.31
SL1344_1103	5.42	5.06	7.60	8.52	5.98	3.41	4.55	5.84	8.65	11.08	37.16	12.00	6.65	15.22	7.20	20.48	15.12
SL1344_1104	22.10	29.06	50.58	70.54	10.72	15.44	34.16	96.35	131.24	151.58	39.19	31.90	37.05	24.93	22.48	29.47	85.47
SL1344_1105	16.97	22.11	37.57	62.53	8.28	14.73	18.46	72.31	88.01	141.50	30.85	28.55	27.37	17.36	15.34	26.04	57.12
SL1344_1106	13.08	14.72	27.17	35.96	6.59	9.95	8.02	51.07	53.28	62.56	22.21	19.15	17.99	11.62	6.07	14.49	29.49
SL1344_1107	23.86	17.19	15.72	12.75	7.27	19.25	6.68	22.56	8.91	8.38	15.84	21.55	22.25	17.60	3.05	15.56	43.99
SL1344_1108	129.02	221.42	324.80	499.07	14.70	118.61	611.46	350.33	422.31	407.72	553.80	465.67	52.85	9.31	9.61	18.10	10.90
SL1344_0107	24.37	21.85	9.91	7.85	5.72	17.54	5.49	25.07	9.32	6.98	6.68	9.33	39.25	31.66	9.02	14.73	9.47
SL1344_1109	176.40	263.64	387.45	565.70	28.98	131.56	1142.02	366.32	566.73	680.27	619.55	555.83	59.84	13.07	9.29	23.57	13.19
SL1344_1110	91.00	131.33	146.31	140.26	4.84	74.52	34.81	165.36	157.98	29.80	80.42	213.70	24.39	2.60	2.51	1.94	2.23
SL1344_1111	152.95	232.89	313.35	294.27	4.05	179.55	60.30	430.65	245.42	45.80	129.19	473.54	46.07	3.15	1.54	1.41	1.18
SL1344_1112	108.54	159.82	235.39	290.32	2.98	119.64	68.60	297.27	205.79	56.11	103.69	367.51	35.85	2.49	1.32	1.09	1.62
SL1344_1113	81.31	120.08	182.58	182.56	3.02	74.41	31.49	245.73	116.65	53.05	68.99	300.32	28.03	1.15	0.54	0.99	1.60
SL1344_1114	66.43	97.45	168.46	222.65	3.13	64.44	44.59	193.58	129.85	46.47	74.53	282.20	24.54	2.04	1.59	0.75	2.22
SL1344_1115	111.32	164.67	263.43	281.46	4.15	120.20	44.46	310.40	215.19	42.71	115.48	431.27	37.49	2.67	1.48	0.87	1.91
SL1344_1116	94.83	155.49	248.70	267.56	5.16	93.54	35.29	281.90	184.28	39.36	91.98	397.78	41.23	2.58	1.91	1.36	3.76
SL1344_1117	75.33	116.54	158.86	153.99	3.36	80.69	22.42	216.40	94.20	33.87	57.48	266.86	28.34	2.16	0.69	2.09	3.35
SL1344_1118	53.61	72.43	93.76	91.36	4.17	57.29	23.63	124.37	62.38	25.03	43.84	162.10	18.16	2.80	1.26	2.40	3.52
SL1344_0108	34.09	33.27	17.35	13.67	4.23	28.04	12.88	39.40	14.73	8.35	10.95	14.63	41.65	28.44	7.17	17.99	17.66
SL1344_1119	47.98	66.67	82.21	74.28	2.85	53.05	17.98	111.78	57.27	31.16	42.23	140.14	15.11	2.39	1.35	2.89	3.18
SL1344_1120	69.81	130.08	191.89	226.31	5.00	73.24	168.87	234.60	196.21	98.47	177.90	238.06	28.64	3.12	1.70	4.91	5.80
SL1344_1121	67.98	128.82	192.94	247.75	5.18	74.14	163.08	185.59	149.81	88.68	180.47	245.98	28.55	4.92	3.81	7.63	8.02
SL1344_ncRNA_71	143.57	362.14	671.48	1074.69	363.78	195.56	662.01	242.68	362.78	681.22	809.82	684.18	244.12	25.18	22.98	27.92	19.66
SL1344_1122	87.20	74.87	70.39	66.33	2.78	74.30	15.11	112.40	49.88	19.46	55.72	85.20	81.62	50.20	11.33	41.17	86.67
SL1344_1123	92.59	92.21	57.12	16.59	5.84	98.92	10.84	103.44	16.89	10.80	23.23	38.75	56.27	28.10	2.89	15.21	23.38
SL1344_1124	19.79	11.64	14.51	17.96	4.70	21.15	5.63	22.46	22.70	19.46	14.21	10.65	11.17	11.73	2.44	6.15	32.20
SL1344_1125	13.76	13.35	11.05	18.13	5.11	12.26	8.53	17.83	22.99	38.82	19.77	16.11	15.38	12.82	3.57	9.30	36.81
SL1344_1126	12.53	11.58	18.08	26.20	6.70	6.03	15.96	19.29	21.72	14.89	28.81	36.81	27.53	19.84	12.06	24.91	27.63
SL1344_ncRNA_15	15970.99	16957.77	10507.84	6317.15	1357.12	22531.27	8080.40	423.10	28980.54	9970.36	5347.47	3145.01	7427.70	2616.39	3119.78	2134.44	216.19
SL1344_ncRNA_72	552.28	466.60	513.86	305.08	88.64	448.35	299.76	380.36	369.00	129.37	792.16	530.83	529.54	412.75	290.05	532.28	152.46
SL1344_1127	3350.70	2272.42	1150.18	698.34	21.15	2802.03	1117.11	2038.50	1195.79	533.35	399.15	1031.70	1559.33	716.87	122.81	192.34	644.03
SL1344_1128	5323.01	3949.09	1785.81	1196.72	28.54	4696.64	2685.46	4496.71	2657.33	1554.82	592.96	1592.49	2632.89	1167.52	347.65	248.85	1035.45
SL1344_1129	586.82	379.17	210.17	132.78	7.70	571.30	164.41	398.10	190.83	81.13	90.27	188.57	353.63	154.28	27.60	45.25	195.30
SL1344_1130	247.92	184.29	111.62	68.19	6.07	221.62	58.04	285.94	70.48	35.37	46.82	100.21	146.39	77.17	14.28	35.51	187.05
SL1344_1131	281.77	216.21	129.60	96.31	4.86	239.91	69.82	305.54	112.47	36.92	63.86	124.62	164.62	111.31	34.93	51.34	413.59
SL1344_1132	951.43	685.48	451.48	374.92	27.89	890.94	269.03	1005.05	552.81	182.23	218.36	448.10	520.56	248.14	70.52	142.35	622.54
SL1344_1133	9630.64	11016.38	6169.54	4546.48	315.09	7605.32	4604.82	8706.46	8797.42	2244.33	4305.44	5831.70	5806.03	3857.11	1584.23	2121.20	3240.71
SL1344_1134	518.22	397.69	298.29	213.47	9.89	437.03	173.59	671.63	339.64	83.03	197.85	351.23	275.38	134.14	36.09	84.01	346.42
SL1344_1135	40.47	34.24	27.94	24.65	5.06	37.46	20.67	46.55	13.93	15.34	22.06	32.48	33.19	16.69	11.41	16.17	56.01
SL1344_0109	4.84	4.31	4.58	6.08	11.98	2.80	8.07	6.37	5.45	6.54	5.01	4.55	4.45	2.22	2.54	3.81	3.36
SL1344_1136	34.86	31.56	27.50	23.83	7.75	33.14	28.74	47.00	17.56	17.27	26.29	34.54	28.55	22.23	10.55	26.72	49.53
SL1344_1137	43.87	36.01	34.75	33.20	4.70	34.96	15.47	62.75	19.33	14.79	30.60	49.27	36.38	29.47	6.99	25.88	56.09
SL1344_1138	45.34	31.67	26.51	21.81	4.26	27.96	11.90	45.18	12.19	12.94	22.80	37.49	29.16	21.87	5.42	21.69	36.97
SL1344_1139	48.66	35.90	35.40	46.17	51.07	31.56	49.31	53.06	19.01	21.09	42.05	48.75	33.08	35.33	21.16	63.00	58.29
SL1344_1140	203.86	57.81	137.02	204.76	22.40	61.17	19.51	95.16	43.07	93.21	112.56	46.64	461.99	105.27	310.55	82.04	85.37
SL1344_1141	3.13	1.29	1.01	1.59	5.18	9.40	8.90	1.34	53.14	3.55	1.41	2.08	3.70	1.30	1.84	2.40	10.48
SL1344_1142	69.21	78.61	130.69	139.67	30.69	48.79	111.81	142.24	100.41	52.80	135.09	155.26	112.19	112.52	58.57	130.51	207.26
SL1344_1143	63.00	74.93	88.24	111.69	17.23	48.21	57.81	164.75	69.64	40.49	121.84	137.96	89.86	61.01	23.54	92.54	109.95
SL1344_1144	38.34	40.87	49.83	63.85	8.49	31.76	35.95	90.88	36.14	24.35	62.14	71.64	57.59	39.00	19.15	58.60	69.02
SL1344_1145	22.67	21.46	25.23	29.16	11.91	18.03	19.57	47.34	27.53	29.76	37.20	39.62	28.19	24.02	11.20	29.45	38.05
SL1344_0012	226.42	262.60	123.81	132.23	11.09	68.38	729.67	423.29	1184.29	211.37	56.53	322.10	103.81	43.67	160.38	66.84	416.20
SL1344_ncRNA_16	149.90	592.37	242.15	619.77	147.72	251.74	346.23	312.77	618.86	1169.98	546.95	332.44	565.13	411.28	266.83	308.32	233.64
SL1344_1146	26.12	26.96	33.48	58.75	9.99	18.68	31.12	45.92	32.84	45.09	60.07	47.13	32.83	32.83	20.98	44.82	44.55
SL1344_1147	39.68	43.31	63.32	125.41	12.44	36.59	56.64	70.00	55.35	67.60	144.65	87.85	61.35	47.30	47.75	130.54	53.33
SL1344_1148	78.24	78.93	10.33	19.18	11.54	144.19	28.86	54.42	8.70	31.17	53.07	63.18	26.82	11.74	16.90	17.26	42.76
SL1344_1149	23.11	27.14	66.53	71.38	405.06	32.33	260.42	61.00	31.57	35.35	43.85	94.45	42.77	58.87	99.21	63.87	184.60
SL1344_ncRNA_73	36.97	34.48	43.33	49.51	32.84	16.91	59.73	50.79	72.37	79.94	69.15	65.15	54.20	59.53	39.62	84.17	63.92
SL1344_ncRNA_74	96.73	140.45	308.01	369.28	2833.95	161.40	1406.46	241.53	122.39	174.57	196.17	424.66	257.91	382.14	608.37	406.39	309.53
SL1344_1150	45.30	59.39	60.29	64.44	26.27	24.47	60.01	93.89	60.06	69.24	68.33	68.97	57.93	32.76	123.54	76.60	49.54
SL1344_1151	82.44	39.72	15.62	12.24	16.63	52.45	206.38	18.59	12.20	11.79	74.74	289.99	22.00	196.38	628.76	282.70	1738.72
SL1344_1152	5.99	4.85	13.96	19.68	16.47	6.94	7.18	11.09	6.19	4.56	6.07	15.79	14.83	5.06	2.43	3.82	12.80
SL1344_ncRNA_75	225.11	283.37	275.01	241.65	66.90	227.88	197.63	93.33	364.86	180.94	465.88	347.99	323.31	338.91	378.83	604.58	46.70
SL1344_0109A	183.67	898.06	317.84	861.76	55.28	370.16	513.10	494.55	864.97	1439.15	751.51	450.33	549.13	601.96	335.07	253.12	405.11
SL1344_1153	24.61	23.89	25.92	26.29	9.07	16.79	18.79	28.75	22.72	15.03	31.96	32.27	30.41	22.74	18.27	36.25	13.61
SL1344_1154	69.50	60.31	50.13	28.00	8.96	49.35	57.36	80.79	38.74	15.44	32.50	46.96	62.84	51.37	4.89	38.05	52.87
SL1344_1155	47.81	46.94	38.76	28.88	4.72	44.34	19.26	63.38	27.36	8.22	15.64	38.01	49.08	34.13	5.56	21.22	39.68
SL1344_1156	40.36	40.56	33.69	30.29	3.10	34.23	16.71	69.08	30.12	12.49	17.58	36.78	46.36	31.95	3.90	17.16	55.70
SL1344_1157	55.82	49.53	52.22	49.47	5.75	49.85	24.39	76.72	50.14	16.41	42.10	62.52	67.87	59.22	25.01	38.91	139.78
SL1344_1158	63.42	71.68	69.54	82.50	6.97	64.31	37.54	100.59	79.90	31.30	73.26	81.66	87.19	73.13	43.62	60.67	120.07
SL1344_1159	66.66	64.65	39.54	52.75	3.86	52.20	15.19	103.70	39.17	12.24	16.02	56.84	69.96	143.11	39.23	93.98	86.36
SL1344_1160	81.59	70.53	41.37	40.49	8.66	80.78	27.14	69.58	20.88	17.18	24.92	42.25	66.33	123.43	86.86	129.81	92.09
SL1344_1161	7.31	11.52	6.26	20.65	132.70	4.00	30.99	12.50	75.96	19.73	5.19	14.98	8.05	97.40	30.38	183.16	132.76
SL1344_1162	56.54	39.93	17.02	9.31	4.67	34.52	6.51	37.27	8.30	7.93	5.21	15.87	27.22	20.14	4.45	8.05	17.60
SL1344_0110	4.99	3.12	4.45	6.36	4.58	2.41	51.14	8.72	2.47	4.20	3.27	7.46	158.25	49.79	90.94	133.68	96.36
SL1344_1163	104.50	69.95	34.86	17.23	4.56	77.54	15.25	74.58	8.08	12.30	14.81	30.42	54.54	35.03	3.57	15.15	37.11
SL1344_1164	6.16	5.66	12.93	53.69	5.44	4.40	4.86	13.11	14.09	199.15	57.64	16.37	10.92	10.66	6.08	17.75	14.62
SL1344_1167	31.56	30.28	37.83	40.37	10.21	29.03	25.26	44.85	27.63	26.76	43.02	61.51	46.13	73.29	30.28	45.32	92.21
SL1344_1168	86.10	75.91	135.46	212.81	11.69	57.57	125.50	173.25	57.74	28.52	140.61	211.90	160.02	221.62	95.86	201.24	438.61
SL1344_1169	140.51	119.05	256.32	407.43	26.44	98.34	270.47	315.21	112.94	90.75	259.12	345.51	265.89	337.79	271.82	293.56	1369.57
SL1344_1170	42.74	37.16	28.54	50.33	3.34	29.70	11.60	58.51	18.41	9.56	10.64	37.12	79.52	70.70	15.04	11.95	62.75
SL1344_1171	89.61	79.39	64.27	55.79	3.72	91.16	22.34	89.62	20.53	13.59	29.37	64.49	89.28	102.37	16.66	43.49	75.29
SL1344_1172	128.35	120.82	89.22	60.44	7.89	131.03	62.86	135.41	31.44	27.03	61.59	84.52	102.66	105.89	40.24	50.66	112.70
SL1344_0111	4.82	2.79	2.99	4.93	3.01	2.15	33.96	6.37	2.03	2.58	2.29	4.44	123.02	35.83	75.82	114.52	69.94
SL1344_1173	11.42	8.74	10.14	15.57	3.27	7.08	10.37	14.23	4.69	7.84	15.37	20.61	10.35	14.20	1.74	17.36	22.37
SL1344_1174	17.76	15.42	14.54	22.00	5.31	11.74	12.71	23.84	14.52	8.32	20.50	24.04	14.09	17.91	3.89	27.55	23.33
SL1344_1175	32.15	36.08	33.83	25.16	27.43	22.33	67.01	35.82	25.48	36.44	38.31	31.37	21.92	38.02	10.83	57.32	28.28
SL1344_1176	89.83	132.28	423.69	368.51	27.84	118.55	306.97	230.10	317.03	73.01	129.80	364.49	362.10	194.43	209.75	280.79	408.04
SL1344_ncRNA_76	20.58	36.68	45.13	46.98	60.98	52.83	57.43	44.34	45.45	35.07	59.82	55.81	37.65	254.43	88.26	148.76	333.74
SL1344_1177	13.42	14.06	106.48	127.31	24.21	8.40	35.92	17.19	14.94	3.04	24.60	107.25	23.34	38.90	7.22	44.87	17.00
SL1344_1179	3.26	2.15	3.49	4.19	2.90	1.74	26.98	1.00	1.61	3.10	2.16	5.25	3.70	3.96	2.51	3.76	28.74
SL1344_ncRNA_77	5.82	4.30	9.39	7.45	10.70	4.49	17.48	4.97	1.56	2.72	11.39	17.20	5.69	7.20	6.51	4.71	44.09
SL1344_1180	158.23	168.41	142.91	69.25	12.09	86.21	82.97	162.93	122.72	42.93	88.07	193.45	116.97	61.33	111.64	93.43	176.50
SL1344_1181	37.96	24.84	44.87	49.41	3.70	23.73	23.16	5.75	6.02	3.94	13.47	83.75	42.98	40.02	2.87	12.49	259.88
